"","So_thu_tu","Ten_phim","Mo_ta","Thoi_gian","The_loai","Sao","Diem_so","Binh_chon","Dao_dien","Dien_vien","Tong_doanh_thu"
"424",424,"Ði<U+1EC1>u Ph<U+1EA3>i Làm","An ex-enforcer for a local crime syndicate has vowed to enact retribution on his mob bosses after 19 years of wrongful imprisonment. The only thing diverting his violent plans is a new found relationship to his beloved son.",103,"Action",4.7,"25",5327,"Shawn Ku","Nicolas Cage",NA
"425",425,"Ngh<U+1EC1> Siêu Khó","A police undercover operation takes a delicious, unexpected turn.",111,"Action",7.1,"77",9132,"Byeong-heon Lee","Lee Dong-yong",NA
"426",426,"Obsession","A farmhand begins an affair with his elderly boss' young wife.",90,"Thriller",5.1,"40",584,"Goran Dukic","Mekhi Phifer",NA
"427",427,"Impetigore","Maya with her best friend, Dini, tries to survive in a city without a family. She realized that she might inherit a property from her rich family. Maya returns to the village with Dini and unaware of the danger was waiting for her.",106,"Horror",6.7,"75",4703,"Joko Anwar","Tara Basro",NA
"428",428,"Jacob's Ladder","After his brother returns home from war, Jacob Singer struggles to maintain his sanity. Plagued by hallucinations and flashbacks, Singer rapidly falls apart as the world and people around him morph and twist into disturbing images.",89,"Horror",3.5,NA,2945,"David M. Rosenthal","Michael Ealy",NA
"429",429,"After the Wedding","A manager of an orphanage in Kolkata travels to New York to meet a benefactor.",112,"Drama",6.3,NA,7318,"Bart Freundlich","Julianne Moore",NA
"430",430,"The Death of Dick Long","Dick died last night, and Zeke and Earl don't want anybody finding out how. That's too bad though, cause news travels fast in small-town Alabama.",100,"Comedy",6.4,NA,4580,"Daniel Scheinert","Michael Abbott Jr.",NA
"431",431,"H<U+1ED1> T<U+1EED> Th<U+1EA7>n","A single mother living in the Irish countryside with her son begins to suspect he may not be her son at all, and fears his increasingly disturbing behavior is linked to a mysterious sinkhole in the forest behind their house.",90,"Drama",5.7,NA,17878,"Lee Cronin","Seána Kerslake",NA
"432",432,"The Fanatic","A rabid film fan stalks his favorite action hero and destroys the star's life.",88,"Crime",4.1,NA,11570,"Fred Durst","John Travolta",NA
"433",433,"Enhanced","A young woman with enhanced abilities finds herself hunted down by a sinister government organization. But when an even stronger enhanced serial killer emerges on the scene, agents and mutants are forced to question their allegiances.",99,"Action",4.7,NA,734,"James Mark","George Tchortov",NA
"434",434,"Season of Love","A queer lady holiday romantic comedy that follows the lives of three very different couples in dealing with their love lives in various loosely interrelated tales all set right before Christmas through New Years.",105,"Comedy",7.3,NA,543,"Christin Baker","Dominique Provost-Chalkley",NA
"435",435,"The Kindness of Strangers","The story of people whose lives intertwine during a dramatic winter in New York City.",112,"Drama",6.4,NA,2784,"Lone Scherfig","Zoe Kazan",NA
"436",436,"Witches in the Woods","Jill, a tenacious UMass freshman, abandons her studies for an off-the-grid snowboarding trip. When their SUV mysteriously becomes lost, temperatures fall and the group dynamic unravels as a virtual and then literal witch hunt begins.",90,"Horror",4.3,NA,1652,"Jordan Barker","Hannah Kasulka",NA
"437",437,"The Devil Has a Name","A psychotic oil matriarch leaves the whole industry exposed when she attempts to outfight a bullish farmer whose water has been poisoned.",97,"Drama",5.4,NA,1001,"Edward James Olmos","Kate Bosworth",NA
"438",438,"Nh<U+1EEF>ng Con Qu<U+1EF7> Nh<U+1ECF>","A washed-up musician teams up with a teacher and a kids show personality to protect young children from a sudden outbreak of zombies.",93,"Comedy",6.3,NA,16282,"Abe Forsythe","Lupita Nyong'o",NA
"439",439,"Marla L<U+1EA1>c Vào Th<U+1EBF> Gi<U+1EDB>i Playmobil","Animated feature film inspired by the Playmobil brand toys.",99,"Animation",4.8,NA,3908,"Lino DiSalvo","Anya Taylor-Joy",NA
"440",440,"Nh<U+1EEF>ng Linh H<U+1ED3>n Hoang Dã","While participating in a rehabilitation program training wild mustangs, a convict at first struggles to connect with the horses and his fellow inmates, but he learns to confront his violent past as he soothes an especially feisty horse.",96,"Drama",6.9,NA,12062,"Laure de Clermont-Tonnerre","Matthias Schoenaerts",NA
"441",441,"The Jack in the Box","When a vintage Jack-in-the-box is un-earthed and opened, it's new owners soon have reason to believe the creepy clown doll within has a life of it's own.",87,"Horror",4.2,NA,1344,"Lawrence Fowler","Ethan Taylor",NA
"442",442,"Coyote Lake","Ester and her overbearing mother run a small bed-and-breakfast near the US/Mexico border. Two unwanted guests arrive, threatening everyone's safety. But the two women hide a secret that may prove the most dangerous of all.",93,"Crime",5.3,NA,1147,"Sara Seligman","Camila Mendes",NA
"443",443,"Aadai","A free-spirited girl gets the shock of her life when she finds herself naked in an abandoned building after a late-night party.",143,"Drama",6.2,NA,1332,"Rathna Kumar","Amala Paul",NA
"444",444,"Wyspa przetrwania","Jenn has washed ashore a small tropical island and it doesn't take her long to realize she's completely alone. She must spend her days not only surviving the elements, but must also fend off the malevolent force that comes out each night.",82,"Adventure",5.8,NA,7718,"J.D. Dillard","Kiersey Clemons",NA
"445",445,"Primos","Young Lucas lives with his religious aunt in a quiet country town. But this little agitated life is with the days counted when the charitable aunt announces the arrival of another nephew Mario, just out of jail.",83,"Comedy",6.3,NA,1460,"Mauro Carvalho","Thiago Cazado",NA
"446",446,"Martin Eden","Martin Eden struggles to rise above his destitute, proletarian circumstances through an intense and passionate pursuit of self-education, hoping to achieve a place among the literary elite.",129,"Drama",6.9,NA,5702,"Pietro Marcello","Luca Marinelli",NA
"447",447,"The Last Man","Kurt, combat veteran with PTSD and hallucinations, fortifies his home and builds a secret underground shelter due to doomsday like weather changes. He gets a security job to pay for it and his boss' cute daughter for company.",100,"Action",3.8,NA,1454,"Rodrigo H. Vila","Hayden Christensen",NA
"448",448,"Marighella","Facing a violent military dictatorship and an intimidated opposition, writer-turned-politician Carlos Marighella articulates a resistance all the while ousting heinous crimes of torture and the infamous censorship instituted by the regime.",155,"Action",6.6,NA,54296,"Wagner Moura","Seu Jorge",NA
"449",449,"The Hard Way","After learning his brother died on a mission in Romania, a former soldier teams up with two allies to hunt down a mysterious enemy and exact revenge.",92,"Action",4.8,NA,3096,"Keoni Waxman","Michael Jai White",NA
"450",450,"Shadow Wolves","A rogue NSA agent joins an elite group of Native American trackers who call themselves the Shadow Wolves as they engage in missions to protect justice in America and abroad.",95,"Action",3.6,NA,411,"McKay Daines","Thomas Gibson",NA
"451",451,"War","An Indian soldier chases after his mentor who has gone rogue following an unexpected kill.",154,"Action",6.5,"84",22903,"Siddharth Anand","Hrithik Roshan","2.97"
"452",452,"Shuang Shi Qing She","Green Snake was saved by Xunya, whose primordial spirit was a dragon, when she fell into the River after being struck by lightning. She suffers from a cold toxin from time to time, but she ...                See full summary »",78,"Action",6.4,"31",70,"Fei Xu","Jiaming Ma","3.70"
"453",453,"Christmas a la Mode","A woman needs a miracle in order to save her family's farm and her father's legacy in time for a happy Christmas.",87,"Drama",6.5,"64",895,"John Stimpson","Katie Leclerc","73.26"
"454",454,"Bait","Martin is a fisherman without a boat, his brother Steven having re-purposed it as a tourist tripper. With their childhood home now a get-away for London money, Martin is displaced to the estate above the harbour.",89,"Drama",7.1,"70",4404,"Mark Jenkin","Edward Rowe",NA
"455",455,"Cu<U+1EDD>i M<U+1ED9>t L<U+1EA7>n Cu<U+1ED1>i","When retired talent manager Al Hart is reunited with his first client, Buddy Green, a comic who quit show business 50 years ago, he convinces Buddy to escape their retirement community and hit the road for a cross-country comedy tour.",98,"Comedy",5.6,"22",5545,"Greg Pritikin","Chevy Chase",NA
"456",456,"The Beach House","A romantic getaway for two troubled college sweethearts turns into a struggle for survival when unexpected guests - and the surrounding environment - exhibit signs of a mysterious infection.",88,"Drama",5.3,"52",6552,"Jeffrey A. Brown","Liana Liberato",NA
"457",457,"My Hero Academia - Boku no hîrô akademia THE MOVIE - Heroes: Rising - Hîrôzu: Raijingu","A group of youths aspiring to become professional superheroes, fight in a world full of people with abilities, also known as quirks. Deku and his fellow classmates from Hero Academy face Nine, the strongest villain yet.",104,"Animation",7.9,"61",6806,"Kenji Nagasaki","Daiki Yamashita",NA
"458",458,"Bharat","At the cusp of India's birth as an Independent nation, a family makes an arduous journey to freedom at a cost. A young boy Bharat, makes a promise to his Father that he will keep his family together no matter what.",150,"Action",4.7,"28",30106,"Ali Abbas Zafar","Salman Khan",NA
"459",459,"Killers Anonymous","A support group of killers is held regularly. The participants sit in a circle of trust and share their transgressions.",95,"Action",4.4,"28",11754,"Martin Owen","Tommy Flanagan",NA
"460",460,"Skyfire","Tianhuo Island is as beautiful as a paradise. It almost makes people forget that it is located in the ""Ring of Fire"" the world-famous Pacific Rim volcanic belt. The volcano erupted, and the fate of the people in the island was entangled.",97,"Action",5.2,"56",2685,"Simon West","Bee Rogers",NA
"461",461,"Above the Shadows","A young woman who has faded to the point of becoming invisible must find her way back with the help of the one man who can see her.",111,"Drama",6,"75",2491,"Claudia Myers","Olivia Thirlby",NA
"462",462,"Un rubio","In the suburbs of Buenos Aires, Gabriel has just moved in with his colleague, Juan. Shy and reserved, Gabo is reluctant to follow Juan's wandering hands and meaningful looks.",108,"Drama",7.4,"70",2949,"Marco Berger","Gaston Re",NA
"463",463,"Daniel Isn't Real","A troubled college freshman, Luke, suffers a violent family trauma. He then resurrects his charismatic childhood imaginary friend Daniel to help him cope, not realizing how dangerous Daniel is.",100,"Crime",6.1,"83",7944,"Adam Egypt Mortimer","Miles Robbins",NA
"464",464,"Kaithi","Dilli, an ex-convict, endeavours to meet his daughter for the first time after leaving prison. However, his attempts are interrupted due to a drug raid planned by Inspector Bejoy.",145,"Action",8.5,"54",20614,"Lokesh Kanagaraj","Karthi",NA
"465",465,"Vernost","By the age of 30, Lena was able to achieve good results in life. She worked as an obstetrician-gynecologist. Colleagues respected, and happy patients tried to thank her. Her personal life ...                See full summary »",82,"Drama",5.8,"96",1786,"Nigina Sayfullaeva","Evgeniya Gromova",NA
"466",466,"A Violent Separation","Two brothers struggle with a terrible truth behind a tragedy that aims to tear three generations of a family apart.",106,"Crime",5.8,"61",1619,"Kevin Goetz","Brenton Thwaites",NA
"467",467,"Arctic Justice","An Arctic fox works in the mailroom of a package delivery service, but wants to be doing the deliveries.",92,"Animation",4.8,"58",1817,"Aaron Woodley","Jeremy Renner",NA
"468",468,"Si yo fuera rico","A man which wife is filing to divorce him wins 25 million EUR in the lotto, hiding her to prevent sharing the half of the prize.",98,"Comedy",4.9,"79",1215,"Álvaro Fernández Armero","Álex García",NA
"469",469,"Abigail","Abigail lives in a city whose borders were closed because of an epidemic and Abby's father was one of the sick. Going against the authorities to find her father, Abby learns that her city is actually full of magic.",110,"Adventure",4.9,"47",4352,"Aleksandr Boguslavskiy","Tinatin Dalakishvili",NA
"470",470,"1BR","Sarah tries to start anew in LA, but her neighbours are not what they seem.",90,"Drama",5.8,"69",11207,"David Marmor","Nicole Brydon Bloom",NA
"471",471,"Hala","Muslim teenager Hala copes with the unraveling of her family as she comes into her own.",94,"Drama",6,"46",2252,"Minhal Baig","Geraldine Viswanathan",NA
"472",472,"B<U+1EB1>ng H<U+1EEF>u","An unlikely friendship between two misfit neighbors becomes an unexpectedly emotional journey when the younger man is diagnosed with terminal cancer.",89,"Comedy",7.2,"72",13113,"Alex Lehmann","Christine Woods",NA
"473",473,"Th<U+1EDD>i Kh<U+1EAF>c Thanh Tr<U+1EEB>ng","Another successful ""exorcism"" streamed online - or so it seems. Can the ""exorcist"", producer and their team bring the ratings up? Ratings skyrocket, when a real demon gets involved.",94,"Horror",6,"81",5624,"Damien LeVeck","Ryan Guzman",NA
